Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1000,
af8dfe53-6447-4b64-9b51-3f13b7978421,,ICD-10:P07.3,"Gestation period, 36 weeks (P07.3)","Prematurite, 36 semaines (P07.3)","Gestation period, 36 weeks","Prematurite, 36 semaines",,,Diagnosis,N/A,,,,,
b07490b1-4d9f-4f54-ada9-a2f2a06436b5,,ICD-10:P39.1,Neonatal conjunctivitis (P39.1),Conjonctivite neonatale (nouveau-ne de 0-28 jours) (P39.1),Neonatal conjunctivitis,Conjonctivite neonatale (nouveau-ne de 0-28 jours),,,Diagnosis,N/A,,,,,
b44d7053-8fd7-4bb2-bf8c-f869c399d0e0,,ICD-10:S37.6,Rupture of uterus (S37.6),Rupture uterine (S37.6),Rupture of uterus,Rupture uterine,,,Diagnosis,N/A,,,,,
b4a21c47-82a8-4dcd-9465-5bbc9245797a,,ICD-10:I50.9,Congestive heart failure exacerbation (I50.9),Exacerbation d'insuffisance cardiaque congestive (I50.9),Congestive heart failure exacerbation,Exacerbation d'insuffisance cardiaque congestive,,,Diagnosis,N/A,,,,,
b7690a09-e5e5-4b47-adc5-c76b654772d3,,ICD-10:E86,Moderate dehydration (E86),Deshydratation moderee (E86),Moderate dehydration,Deshydratation moderee,,,Diagnosis,N/A,,,,,
b83dbc0e-b17f-4376-a0b9-c91d905bc1d7,,ICD-10:B19.9,Viral Hepatitis (B19.9),Hepatite virale (B19.9),Viral Hepatitis,Hepatite virale,,,Diagnosis,N/A,,,,,
b84addb9-b310-46bd-a863-53b0f71e32bc,,ICD-10:P07.3,"Gestation period, 35 weeks (P07.3)","Prematurite, 35 semaines (P07.3)","Gestation period, 35 weeks","Prematurite, 35 semaines",,,Diagnosis,N/A,,,,,
b9ea05e1-8c6d-4f33-a9ba-04f982c3e718,,ICD-10:N83.2,Ovarian cyst (N83.2),Kyste de l'ovaire (N83.2),Ovarian cyst,Kyste de l'ovaire,,,Diagnosis,N/A,,,,,
bc030c35-0b8a-492c-a938-eee7f5e10e4b,,ICD-10:P07.3,"Gestation period, 34 weeks (P07.3)","Prematurite, 34 semaines (P07.3)","Gestation period, 34 weeks","Prematurite, 34 semaines",,,Diagnosis,N/A,,,,,
bc748456-07be-4fa9-b856-89d33598e96e,,ICD-10:S98.4,Traumatic amputation of one foot (S98.4),Amputation traumatique du pied (S98.4),Traumatic amputation of one foot,Amputation traumatique du pied,,,Diagnosis,N/A,,,,,
bdde58eb-4f12-4343-828a-412599ffc2c5,,ICD-10:H66.9,Acute Otitis Media (H66.9),Otite moyenne aigue (H66.9),Acute Otitis Media,Otite moyenne aigue,,,Diagnosis,N/A,,,,,
be17f4c4-ca39-4ee4-bdaf-6f666fc3aa17,,ICD-10:I38,Endocarditis (I38),Endocardite (I38),Endocarditis,Endocardite,,,Diagnosis,N/A,,,,,
be7adab0-2ed5-44d7-972e-586911b08c8e,,ICD-10:J44.9,Chronic obstructive pulmonary disease (J44.9),Maladie pulmonaire obstructive chronique (J44.9),Chronic obstructive pulmonary disease,Maladie pulmonaire obstructive chronique,,,Diagnosis,N/A,,,,,
c00b2ff0-e3f2-4148-8443-4b36bdfd6062,,ICD-10:N12,Pyelonephritis (N12),Pyelonephrite (N12),Pyelonephritis,Pyelonephrite,,,Diagnosis,N/A,,,,,
c08b15ef-255c-4f55-981d-d5db6f80b457,,ICD-10:A56,Sexually Transmitted Chlamydial (A56),Infection a clamydia (A56),Sexually Transmitted Chlamydial,Infection a clamydia,,,Diagnosis,N/A,,,,,
c10afce4-7cab-496d-9f48-127e20ac06b2,,ICD-10:M19.9,Arthrosis (M19.9),Arthrose (M19.9),Arthrosis,Arthrose,,,Diagnosis,N/A,,,,,
c3946efc-bf13-4d2f-a636-00cf0473f318,,ICD-10:F43.9,"Reaction to severe stress, and adjustment disorders (F43.9)",Reaction a un facteur de stress severe (F43.9),"Reaction to severe stress, and adjustment disorders",Reaction a un facteur de stress severe,,,Diagnosis,N/A,,,,,
c9b21031-f76d-463e-823a-cefdb35ed259,,ICD-10:S05.9,Injury to eye region (S05.9),Lesion traumatique de l'oeil et de l'orbite (S05.9),Injury to eye region,Lesion traumatique de l'oeil et de l'orbite,,,Diagnosis,N/A,,,,,
cb361f70-cd02-4112-8e1c-0ddbc81f06d7,,ICD-10:N76.0,Acute Vaginitis (N76.0),Vaginite aigue (N76.0),Acute Vaginitis,Vaginite aigue,,,Diagnosis,N/A,,,,,
cb3b4cf0-e042-4b53-9509-befbfeca3589,,ICD-10:O24.3,Pre-gestational diabetes (O24.3),Diabete pregestationnel (O24.3),Pre-gestational diabetes,Diabete pregestationnel,,,Diagnosis,N/A,,,,,
cb3bbb4b-e2a6-4c50-ac55-3d77b41bce10,,ICD-10:S52.5,Smith's fracture (S52.5),Fracture de Smith (S52.5),Smith's fracture,Fracture de Smith,,,Diagnosis,N/A,,,,,
cb59449c-9544-4b12-8357-e31b2bd115e9,,ICD-10:P07.3,"Gestation period, 28 weeks (P07.3)","Prematurite, 28 semaines (P07.3)","Gestation period, 28 weeks","Prematurite, 28 semaines",,,Diagnosis,N/A,,,,,
cb66c7fd-1a28-4e6e-82f8-b6f8e83676aa,,ICD-10:B35.6,Tinea cruris (B35.6),Eczema margine de Hebra (B35.6),Tinea cruris,Eczema margine de Hebra,,,Diagnosis,N/A,,,,,
cbde94b4-214a-4c25-a8e3-c39f787064f8,,ICD-10:A59.9,Trichomoniasis (A59.9),Trichomonase (A59.9),Trichomoniasis,Trichomonase,,,Diagnosis,N/A,,,,,
cd3cb51a-732a-463e-bd66-9473130c2b5a,,ICD-10:I88.9,Lymphadenitis (I88.9),Lymphadenite (I88.9),Lymphadenitis,Lymphadenite,,,Diagnosis,N/A,,,,,
cebab55d-f1b5-43b2-a501-9fac600e6ac5,,ICD-10:P07.3,"Gestation period, 31 weeks (P07.3)","Prematurite, 31 semaines (P07.3)","Gestation period, 31 weeks","Prematurite, 31 semaines",,,Diagnosis,N/A,,,,,
d18ece39-2265-4f73-9fdd-67323c4f75d1,,ICD-10:O06.9,Unspecified Abortion (O06.9),"Avortement, sans precision (O06.9)",Unspecified Abortion,"Avortement, sans precision",,,Diagnosis,N/A,,,,,
d34c0f6f-2fc1-4a95-bbde-e98b073df299,,ICD-10:M10.9,Gout (M10.9),Goutte (M10.9),Gout,Goutte,,,Diagnosis,N/A,,,,,
d4c6945e-9328-4d0c-91c5-20c853f0afa6,,ICD-10:Q24.9,Congenital heart disease (Q24.9),Cardiopathie congenitale (Q24.9),Congenital heart disease,Cardiopathie congenitale,,,Diagnosis,N/A,,,,,
d9015166-f2f0-4363-8231-63872292de44,,ICD-10:I42.6,Alcoholic cardiomyopathy (I42.6),Cardiomyopathie alcoolique (I42.6),Alcoholic cardiomyopathy,Cardiomyopathie alcoolique,,,Diagnosis,N/A,,,,,
da36e0f6-81b3-4e82-9df9-43cff48a0e03,,ICD-10:A16.9,Multi-drug resistant tuberculosis infection (A16.9),Infection tuberculose multiresistante aux drogues (A16.9),Multi-drug resistant tuberculosis infection,Infection tuberculose multiresistante aux drogues,,,Diagnosis,N/A,,,,,
dec163d9-8c7c-44e3-822c-199feef0033b,,ICD-10:A41.9,Sepsis (A41.9),Septicite (A41.9),Sepsis,Septicite,,,Diagnosis,N/A,,,,,
dfff5a9e-26e7-4cc5-a353-11beafe2fc16,,ICD-10:G40.7,Petit mal seizure (G40.7),Petit mal (G40.7),Petit mal seizure,Petit mal,,,Diagnosis,N/A,,,,,
e108d6f3-7330-4b85-9046-af5a02c6d238,,ICD-10:R14,Flatulence And Related Conditions (R14),Flatulence et troubles apparentes (R14),Flatulence And Related Conditions,Flatulence et troubles apparentes,,,Diagnosis,N/A,,,,,
e1bd48c3-4efd-4e0e-8672-447f3259e529,,ICD-10:O98.6,"Malaria in Mother Complicating Pregnancy, Childbirth and/or Puerperium (O98.6)",Malaria pendant la grossesse (O98.6),"Malaria in Mother Complicating Pregnancy, Childbirth and/or Puerperium",Malaria pendant la grossesse,,,Diagnosis,N/A,,,,,
e26d7578-8d90-40f8-9d34-895c6bc53bba,,ICD-10:J22,Acute lower respiratory infection (J22),Infection aigue des voies respiratoires inferieures (J22),Acute lower respiratory infection,Infection aigue des voies respiratoires inferieures,,,Diagnosis,N/A,,,,,
e482ae7f-bb0a-46f3-a7d6-7fcde9577b16,,ICD-10:F17.9,Tobacco-induced mental and behavior disorder (F17.9),Trouble mental et du comportement du tabac (F17.9),Tobacco-induced mental and behavior disorder,Trouble mental et du comportement du tabac,,,Diagnosis,N/A,,,,,
e4fc1e73-75d8-4c86-bd6c-09cb210ffd50,,ICD-10:Q21.1,Atrial septal defect (Q21.1),Defaut de l'atrial septal (Q21.1),Atrial septal defect,Defaut de l'atrial septal,,,Diagnosis,N/A,,,,,
e5b695f3-3a1d-42f9-badc-fa456f267865,,ICD-10:W45,Foreign body or object entering through skin (W45),Corps etranger ou un objet penetre par la peau (W45),Foreign body or object entering through skin,Corps etranger ou un objet penetre par la peau,,,Diagnosis,N/A,,,,,
e7191785-b3bf-4027-8185-de575e526210,,ICD-10:K42.9,Umbilical hernia (K42.9),Hernie ombilicale (K42.9),Umbilical hernia,Hernie ombilicale,,,Diagnosis,N/A,,,,,
e817c1ec-f03a-4c73-9087-d7df8b4795b4,,ICD-10:D24,Benign Neoplasm Of Breast (D24),Tumeur benigne du sein (D24),Benign Neoplasm Of Breast,Tumeur benigne du sein,,,Diagnosis,N/A,,,,,
e99123ff-7906-4bf6-906e-cd0b1d555e27,,ICD-10:K21.9,Gastroesophageal Reflux (K21.9),Reflux gastro-oesophagien (K21.9),Gastroesophageal Reflux,Reflux gastro-oesophagien,,,Diagnosis,N/A,,,,,
ed8982b8-0f67-4737-849b-5ee05de00bad,,ICD-10:J94.2,Hemothorax (J94.2),Hemothorax (J94.2),Hemothorax,Hemothorax,,,Diagnosis,N/A,,,,,
edf4ecc4-44f6-457a-b561-179f4426b16a,,ICD-10:E14.9,Diabetes (E14.9),Diabete (E14.9),Diabetes,Diabete,,,Diagnosis,N/A,,,,,
ee859a72-dd13-4896-a67e-bf02b545c584,,ICD-10:P07.3,"Gestation period, 30 weeks (P07.3)","Prematurite, 30 semaines (P07.3)","Gestation period, 30 weeks","Prematurite, 30 semaines",,,Diagnosis,N/A,,,,,
f40bf9bb-fcaa-4f90-8199-197bc6cb2b03,,ICD-10:I51.9,Heart disease (I51.9),Cardiopathie (I51.9),Heart disease,Cardiopathie,,,Diagnosis,N/A,,,,,
f6199c4b-2720-4d2f-8cca-635fc4578c8c,,ICD-10:B76.9,Hookworm disease (B76.9),Ankylostomiase (B76.9),Hookworm disease,Ankylostomiase,,,Diagnosis,N/A,,,,,
f62ce5ae-852d-4624-8703-461fb5ae6201,,ICD-10:U04.9,Severe Acute Respiratory Syndrome (U04.9),Syndrome respiratoire aigu severe (U04.9),Severe Acute Respiratory Syndrome,Syndrome respiratoire aigu severe,,,Diagnosis,N/A,,,,,
f6320f6f-4acf-4143-abb5-02001a19e4f3,,ICD-10:N87.9,Cervical dysplasia (N87.9),Dysplasie cervicale (N87.9),Cervical dysplasia,Dysplasie cervicale,,,Diagnosis,N/A,,,,,
fac0b0d9-945b-40a9-a865-2176f61f6059,,ICD-10:A87.9,Viral Meningitis (A87.9),Meningite virale (A87.9),Viral Meningitis,Meningite virale,,,Diagnosis,N/A,,,,,
fb6833c9-1cfc-4502-a338-383f1a9d8634,,ICD-10:D64.9,Mild anemia (D64.9),Anemie legere (D64.9),Mild anemia,Anemie legere,,,Diagnosis,N/A,,,,,
fc536715-fd84-4538-bac0-bf0ee8a8ecdf,,ICD-10:E87.5,Hyperkalemia (E87.5),Hyperkaliemie (E87.5),Hyperkalemia,Hyperkaliemie,,,Diagnosis,N/A,,,,,
fc85e7c1-910e-4877-922a-f5448339f303,,ICD-10:N17.9,Acute renal failure (N17.9),Insuffisance renale aigue (N17.9),Acute renal failure,Insuffisance renale aigue,,,Diagnosis,N/A,,,,,
fdcebb03-3c5c-4d61-8a71-8c4a2e0ae6cb,,ICD-10:J36,Peritonsillar abscess (J36),Angine phlegmoneuse (J36),Peritonsillar abscess,Angine phlegmoneuse,,,Diagnosis,N/A,,,,,
fe7787ea-59ba-4427-b3df-62e9dc74d4a3,,ICD-10:I11,Hypertensive Heart Disease (I11),Maladie cardiaque hypertensive (I11),Hypertensive Heart Disease,Maladie cardiaque hypertensive,,,Diagnosis,N/A,,,,,
13cf6c22-2eba-4a9b-a4ac-6683dec5c973,,ICD-10:C80.9,Cancer (C80.9),Cancer (C80.9),Cancer,Cancer,,,Diagnosis,N/A,,,,,
529287bb-6bd6-4efd-a90d-4ea96dbb4802,,ICD-10:F99.9,Mental illness (F99),Maladie mentale (F99),Mental illness,Maladie mentale,,,Diagnosis,N/A,,,,,
0aa0111d-2875-42ae-825f-071c6d48257b,,ICD-10:A06.0,Acute amoebic dysentery (A06.0),Amibiase intestinale (A06.0),Acute amoebic dysentery,Amibiase intestinale,,,Diagnosis,N/A,,,,,
f06f0c97-183d-4446-9403-19a4916b8a58,,ICD-10:A07.1,Giardiasis [lambliasis] (A07.1),Giardiase (A07.1),Giardiasis [lambliasis],Giardiase,,,Diagnosis,N/A,,,,,
500348af-fb19-4592-88d0-b8aaa6d259f8,,ICD-10:B95.6,Staphylococcus aureus (B95.6),Anthrax staphylococcique (B95.6),Staphylococcus aureus,Anthrax staphylococcique,,,Diagnosis,N/A,,,,,
4afca69a-e79e-4a0a-a8b4-6b09e5832d1d,,ICD-10:A59.0,Urogenital trichomoniasis (A59.0),Trichomonose uro-genital (A59.0),Urogenital trichomoniasis,Trichomonose uro-genital,,,Diagnosis,N/A,,,,,
3d64d101-2d6b-4c22-87bf-2375e40fb122,,ICD-10:A60.9,Anogenital herpesviral infection (A60.9),Herpes genital (A60.9),Anogenital herpesviral infection,Herpes genital,,,Diagnosis,N/A,,,,,
0cf85ce8-17c2-4bd1-8933-b658475c92a6,,ICD-10:B00.1,Herpesviral vesicular dermatitis (B00.1),Herpes orofacial (B00.1),Herpesviral vesicular dermatitis,Herpes orofacial,,,Diagnosis,N/A,,,,,
3822d64c-0fb7-4e29-8921-13f232f18a01,,ICD-10:B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis (B00.2),Gingivo-stomatite aigueherpetique (B00.2),Herpesviral gingivostomatitis and pharyngotonsillitis,Gingivo-stomatite aigueherpetique,,,Diagnosis,N/A,,,,,
044d4bc3-9eb6-4ad3-9587-22c38ea05b62,,ICD-10:B00.5,Herpesviral ocular disease (B00.5),Herpes oculaire (B00.5),Herpesviral ocular disease,Herpes oculaire,,,Diagnosis,N/A,,,,,
8f03c2d3-f50d-4155-bf23-b72491575de0,,ICD-10:B02,Zoster (B02),Zona(B02),Zoster,Zona,,,Diagnosis,N/A,,,,,
92e3b885-fe6b-4578-a450-15cd336bd08a,,ICD-10:B08.5,Herpangina (B08.5),Herpangine (B08.5),Herpangina,Herpangine,,,Diagnosis,N/A,,,,,
04a4f7fe-ed19-4da4-a46f-18a977ef1195,,ICD-10:B37.4,Candidiasis of other urogenital sites (B37.4),Balanite candidosique (B37.4),Candidiasis of other urogenital sites,Balanite candidosique,,,Diagnosis,N/A,,,,,
37e01275-bc4e-49e2-aeb7-b05a029a8a1a,,ICD-10:B77,Ascariasis with intestinal complications (B77.0),Ascaridiose (B77.0),Ascariasis with intestinal complications,Ascaridiose,,,Diagnosis,N/A,,,,,
f7ad12f8-1ce2-4bae-8c16-9316b944744a,,ICD-10:B80,Enterobiasis (B80),Oxyurose (B80),Enterobiasis,Oxyurose,,,Diagnosis,N/A,,,,,
381600d8-0176-481c-afd3-41ece59137c3,,ICD-10:B85.0,Pediculosis due to Pediculus humanus capitis (B85.0),Pediculose du cuir chevelu (B85.0),Pediculosis due to Pediculus humanus capitis,Pediculose du cuir chevelu,,,Diagnosis,N/A,,,,,
c1ea133b-bd9f-41a6-8fa0-8162a8c4ab6b,,ICD-10:B85.1,Pediculosis due to Pediculus humanus corporis (B85.1),Pediculose corporelle (B85.1),Pediculosis due to Pediculus humanus corporis,Pediculose corporelle,,,Diagnosis,N/A,,,,,
9808fa3d-4a88-4d60-aef9-e42376e73d90,,ICD-10:B85.3,Pubic phthiriasis (B85.3),Phtiriase pubienne (B85.3),Pubic phthiriasis,Phtiriase pubienne,,,Diagnosis,N/A,,,,,
47faf8e4-bae6-41e8-bf25-172524f39e72,,ICD-10:B98.0,Chronic gastritis due to Hpylori (B98.0),Gastrite chronique a Hpylori (B98.0),Chronic gastritis due to Hpylori,Gastrite chronique a Hpylori,,,Diagnosis,N/A,,,,,
663b6c01-8ff4-4bd3-8b49-d47d63e14664,,ICD-10:D50.0,Iron deficiency anaemia secondary to blood loss (chronic) (D50.0),Anemie carentielle par saignement chronique (D50.0),Iron deficiency anaemia secondary to blood loss (chronic),Anemie carentielle par saignement chronique,,,Diagnosis,N/A,,,,,
beaa695d-36c2-4ce2-9426-61039c50cdb0,,ICD-10:E10.0,Type 1 diabetic coma (E10.0),Coma diabetique Type 1 (E10.0),Type 1 diabetic coma,Coma diabetique Type 1,,,Diagnosis,N/A,,,,,
b8cdb34a-fc8e-4beb-b39e-1e806e3a3f67,,ICD-10:E11.0,Type 2 diabetic coma (E11.0),Coma diabetique Type 2 (E11.0),Type 2 diabetic coma,Coma diabetique Type 2,,,Diagnosis,N/A,,,,,
12b3692b-c68d-4c7b-afe6-e7c9fad965b5,,ICD-10:E15,Nondiabetic hypoglycaemic coma (E15),Coma hypoglycemique non diabetique (E15),Nondiabetic hypoglycaemic coma,Coma hypoglycemique non diabetique,,,Diagnosis,N/A,,,,,
5e099f1a-cab3-42a6-9dbb-f32484a48ba9,,ICD-10:E44.0,Moderate protein-energy malnutrition (E44.0),Malnutrition modere (E44.0),Moderate protein-energy malnutrition,Malnutrition modere,,,Diagnosis,N/A,,,,,
2b4b15ae-00c3-49ad-b452-4e83ee64be05,,ICD-10:E56.9,Vitamin deficiency (E56.9),Avitaminose (E56.9),Vitamin deficiency,Avitaminose,,,Diagnosis,N/A,,,,,
abf91b9d-2648-4334-bdf5-daa2526104c7,,ICD-10:F79,Unspecified mental retardation (F79),Retard mental (Troubles psychiatriques) (F79),Unspecified mental retardation,Retard mental (Troubles psychiatriques),,,Diagnosis,N/A,,,,,
a4802b99-3e46-4a1e-864d-d6b5ec98f747,,ICD-10:F99,Unspecified psychiatric disorders (F99),Troubles psychiatriques non specifies (F99),Unspecified psychiatric disorders,Troubles psychiatriques non specifies,,,Diagnosis,N/A,,,,,
9e9d1ec2-7571-4a8e-92af-02d176be8f63,,ICD-10:H10.8,Toxic conjunctivitis (H10.8),Conjonctivite toxique (H10.8),Other conjunctivitis,Conjonctivite toxique,,,Diagnosis,N/A,,,,,
4aa49e93-6f1f-41ab-b8cc-e9aa36b7a1f7,,ICD-10:H10.9,Allergic Conjunctivitis (H10.9),Conjonctivite allergique (H10.9),Allergic Conjunctivitis,Conjonctivite allergique,,,Diagnosis,N/A,,,,,
854dbe8a-b5dc-4d06-866f-84fbe614a3ab,,ICD-10:H62.2,Otitis externa in mycoses (H62.2),Otomycose (H62.2),Otitis externa in mycoses,Otomycose,,,Diagnosis,N/A,,,,,
8466fe7c-4a09-4f3c-849b-8c56b33a3437,,ICD-10:J01.0,Acute maxillary sinusitis (J01.0),Sinusite maxillaire aigue (J01.0),Acute maxillary sinusitis,Sinusite maxillaire aigue,,,Diagnosis,N/A,,,,,
53c4b88a-bb13-430c-8fa1-230bd6927edb,,ICD-10:J01.2,Acute ethmoidal sinusitis (J01.2),Ethmoïdite aigue (J01.2),Acute ethmoidal sinusitis,Ethmoïdite aigue,,,Diagnosis,N/A,,,,,
709d4417-3144-4f32-ada5-00fbf3c2f3f1,,ICD-10:J01.3,Acute sphenoidal sinusitis (J01.3),Sinusite sphenoïdale (J01.3),Acute sphenoidal sinusitis,Sinusite sphenoïdale,,,Diagnosis,N/A,,,,,
5cba0f61-4ea6-407a-8961-86db6e8bd744,,ICD-10:J03.9,Acute ulcerative tonsils (J03.9),Amygdalyte aigue ulcereuse (J03.9),Acute ulcerative tonsils,Amygdalyte aigue ulcereuse,,,Diagnosis,N/A,,,,,
6d51e2f6-cbde-43f9-afb5-4bb9dbf3f1ae,,ICD-10:J32.1,Chronic frontal sinusitis (J32.1),Sinusite frontale chronique (J32.1),Chronic frontal sinusitis,Sinusite frontale chronique,,,Diagnosis,N/A,,,,,
7bab760b-9814-45f9-bdac-83c2992a4c02,,ICD-10:J45.0,Allergic asthma (J45.0),Asthme allergique (J45.0),Allergic asthma,Asthme allergique,,,Diagnosis,N/A,,,,,
19cded52-cc4c-4ca1-b625-798201b4c0e2,,ICD-10:K13,Other diseases of lip and oral mucosa (K13),Perleche (K13),Other diseases of lip and oral mucosa,Perleche,,,Diagnosis,N/A,,,,,
317458c2-771f-4fa8-92bc-e1db05e2ae26,,ICD-10:K29.1,Other acute gastritis (K29.1),Gastrite aigue (K29.1),Other acute gastritis,Gastrite aigue,,,Diagnosis,N/A,,,,,
9a42955b-02f5-4a47-b7f0-dae40d6d9951,,ICD-10:K29.5,Chronic gastritis (K29.5),Gastrite chronique (K29.5),Chronic gastritis,Gastrite chronique,,,Diagnosis,N/A,,,,,
5d7833bc-f4c4-4aa1-b30c-f5d93fb6d9c4,,ICD-10:K65.0,Acute peritonitis (K65.0),Peritonite aigue (K65.0),Acute peritonitis,Peritonite aigue,,,Diagnosis,N/A,,,,,
010a7d7c-225b-4245-88d9-7dc11284b448,,ICD-10:L01.1,Impetiginization (L01.1),Impetiginisation (L01.1),Impetiginization,Impetiginisation,,,Diagnosis,N/A,,,,,
a85b225c-64e6-497a-bff9-8ab3e6139e80,,ICD-10:L03.0,Cellulitis of finger and toe (L03.0),Panaris (L03.0),Cellulitis of finger and toe,Panaris,,,Diagnosis,N/A,,,,,
80035de8-bc66-4c5b-b05f-dcb80be951a8,,ICD-10:L50.0,Allergic urticaria (L50.0),Urticaire allergique (L50.0),Allergic urticaria,Urticaire allergique,,,Diagnosis,N/A,,,,,
f24e1957-d734-4b89-b397-597fe5dc40fb,,ICD-10:L73.8,Sycosis barbae (L73.8),Sycosis de la barbe (L73.8),Sycosis barbae,Sycosis de la barbe,,,Diagnosis,N/A,,,,,
60e8ced0-2d1f-469d-9e11-7166639a1237,,ICD-10:M13.9,Arthritis (M13.9),Arthrite (M13.9),Arthritis,Arthrite,,,Diagnosis,N/A,,,,,
b7c0858d-b7e0-4b3c-b274-8175d366166f,,ICD-10:N30.0,Acute cystitis (N30.0),Cystite aigue (N30.0),Acute cystitis,Cystite aigue,,,Diagnosis,N/A,,,,,
145945ea-a8ca-4655-855c-aa522cc68483,,ICD-10:N34.3,Urethral syndrome (N34.3),Uretrite (N34.3),Urethral syndrome,Uretrite,,,Diagnosis,N/A,,,,,
420359ad-ac41-44d4-bb21-a7d431140895,,ICD-10:N84.9,Polyps of the female reproductive system (N84.9),Polypes de l'appareil genital feminin (N84.9),Polyps of the female reproductive system,Polypes de l'appareil genital feminin,,,Diagnosis,N/A,,,,,
fe617e83-7387-4abc-ac8f-9958cb86e754,,ICD-10:O03.4,Incomplete spontaneous abortion (O03.4),Avortement spontane incomplet (O03.4),Incomplete spontaneous abortion,Avortement spontane incomplet,,,Diagnosis,N/A,,,,,
a7b7cb57-93e3-448e-aa21-e7b675dbca47,,ICD-10:O03.9,Complete spontaneous abortion (O03.9),Avortement spontane complet (O03.9),Complete spontaneous abortion,Avortement spontane complet,,,Diagnosis,N/A,,,,,
01d33365-d42e-4492-b7a6-16f2f62fcd06,,ICD-10:O04.9,Complete induced abortion (O04.9),Avortement provoque complet (O04.9),Complete induced abortion,Avortement provoque complet,,,Diagnosis,N/A,,,,,
08c7dfd2-13da-415f-990d-6addf9f9f68e,,ICD-10:O46,Antepartum haemorrhage (O46),Hemorragie antepartum (O46),Antepartum haemorrhage,Hemorragie antepartum,,,Diagnosis,N/A,,,,,
665633e4-afa1-479f-ab39-793d161cd0fe,,ICD-10:O72,Postpartum haemorrhage (O72),Hemorragie du post partum (O72),Postpartum haemorrhage,Hemorragie du post partum,,,Diagnosis,N/A,,,,,
cf1c3d75-5bf8-4953-a924-e9dfc7e1b6fc,,ICD-10:R04.0,Epistaxis (R04.0),Epistaxis (R04.0),Epistaxis,Epistaxis,,,Diagnosis,N/A,,,,,
ee1c903d-b7f2-4324-8baa-326080993dd8,,ICD-10:R10.4,Infant colic (R10.4),Colique infantile (R10.4),Infant colic,Colique infantile,,,Diagnosis,N/A,,,,,
28945e52-0741-41cd-b593-04acfc82eb2e,,ICD-10:R33,Retention of urine (R33),Retention aigue d’urine (R33),Retention of urine,Retention aigue d’urine,,,Diagnosis,N/A,,,,,
266451b9-2def-4924-b091-0ab3b18b50a8,,ICD-10:R57.1,Hypovolaemic shock (R57.1),Choc hypovolemique (R57.1),Hypovolaemic shock,Choc hypovolemique,,,Diagnosis,N/A,,,,,
34de0a93-6c76-4ff8-93d1-4d47d4da445e,,ICD-10:R57.2,Septic shock (R57.2),Choc septique (R57.2),Septic shock,Choc septique,,,Diagnosis,N/A,,,,,
c0c1c32f-9556-4b5e-9190-8893b39072cb,,ICD-10:T78.3,Angioneurotic oedema (T78.3),Angioedeme allergique ou oedeme de Quincke (T78.3),Angioneurotic oedema,Angioedeme allergique ou oedeme de Quincke,,,Diagnosis,N/A,,,,,
df90cd67-07fe-4fc5-894c-c5ee9b012bb2,,ICD-10:X49,Ingestion of caustics (X49),Ingestion de produits caustiques (X49),Ingestion of caustics,Ingestion de produits caustiques,,,Diagnosis,N/A,,,,,
7d437f17-2c29-435a-9d27-a7a0c9b31f9a,,ICD-10:G81.0,Acute flaccid paralysis (G81.0),Paralysie flasque aigue (G81.0),Acute flaccid paralysis,Paralysie flasque aigue,,,Diagnosis,N/A,,,,,
afa25763-9fdf-4a3f-90b3-585c3fc52792,,ICD-10:A50,Congenital syphilis (A50),Syphilis congenitale (A50),Congenital syphilis,Syphilis congenitale,,,Diagnosis,N/A,,,,,
90e80d46-fc78-473d-809a-691cc85ed127,,ICD-10:A50.6,Late congenital syphilis (A50.6),Xerophtalmie (A50.6),Late congenital syphilis,Xerophtalmie,,,Diagnosis,N/A,,,,,
005e9b75-3ed1-49f0-a920-c11dbaffec7b,,,NCD Diagnoses,NCD Diagnoses,,,,,ConvSet,N/A,,Asthme persistant leger (J45.9); Asthme persistant severe (J45.9); Myocardite (I51.4); Insuffisance de la valvule mitrale (I34.0); Transposition des gros vaisseaux (Q20.3); Bronchectasie (J47); Stenose de la valvule aortique (I35.0); Regurgitation tricuspidienne (I07.1); Stenose de la valvule pulmonaire (I37.0); Stenose de l'artere pulmonaire (Q25.6); Permeabilite du foramen ovale (Q21.1); Permeabilite du canal arteriel (Q25.0); Asthme persistant modere (J45.9); Stenose mitrale (I05.0); Asthme intermittent leger (J45.9); Maladie d'Ebstein (Q22.5); Ventricule droit a double issue (Q20.1); Insuffisance de la valvule aortique (I35.1); Communication auriculo-ventriculaire (Q21.2),,,
